Subject;Nativeness;Narrative;Reference;Discourse;GTR1_CAT;GTR1;GTR2;GTR-Setting;SimR;Event
2;1;1;1;Introduction;Classifier;SASS - Tracing;0;No;0;N
2;1;1;2;Introduction;Classifier;Body part CL;0;No;1;N
2;1;1;3;Maintenance;Zero Anaphor;Constructed action;0;No;0;N
2;1;1;4;Introduction;Nominal;Bare noun;0;No;0;N
2;1;1;5;Maintenance;Classifier;Whole entity CL;0;No;0;N
2;1;1;6;Re-introduction;Classifier;Whole entity CL;0;No;1;N
2;1;1;7;Re-introduction;Classifier;Whole entity CL;0;No;0;N
2;1;1;8;Maintenance;Classifier;Whole entity CL;0;No;1;N
2;1;1;9;Maintenance;Zero Anaphor;Constructed action;Body part CL;Yes;0;N
2;1;1;10;Maintenance;Zero Anaphor;Plain verb;0;No;0;N
2;1;1;11;Maintenance;Zero Anaphor;Constructed action;Body part CL;Yes;0;N
2;1;1;12;Maintenance;Zero Anaphor;Plain verb;0;No;0;N
2;1;1;13;Maintenance;Zero Anaphor;Constructed action;Body part CL;Yes;0;N
2;1;1;14;Re-introduction;Nominal;Bare noun;0;No;0;N
2;1;1;15;Re-introduction;Nominal;Bare noun;0;No;0;N
2;1;1;16;Maintenance;Classifier;Body part CL;0;No;0;N
2;1;1;17;Maintenance;Zero Anaphor;Plain verb;0;No;0;N
2;1;1;18;Maintenance;Classifier;Body part CL;0;No;0;N
2;1;10;1;Introduction;Nominal;Bare noun;0;No;0;N
2;1;10;2;Introduction;Nominal;Bare noun;0;No;0;N
2;1;10;3;Maintenance;Nominal;Bare noun;0;No;0;N
2;1;10;4;Maintenance;Nominal;Bare noun;0;No;0;N
2;1;10;5;Maintenance;Zero Anaphor;Constructed action;0;No;0;N
2;1;10;6;Re-introduction;Nominal;Bare noun;0;No;0;N
2;1;10;7;Re-introduction;Zero Anaphor;Constructed action;0;No;0;N
2;1;10;8;Re-introduction;Zero Anaphor;Constructed action;Whole entity CL;Yes;0;N
2;1;10;9;Re-introduction;Nominal;Bare noun;0;No;0;N
2;1;10;10;Maintenance;Zero Anaphor;Plain verb;0;No;0;N
2;1;10;11;Re-introduction;Zero Anaphor;Constructed action;Body part CL;Yes;0;Y
2;1;10;12;Maintenance;Zero Anaphor;Constructed action;Handling CL;Yes;1;Y
2;1;10;13;Maintenance;Zero Anaphor;Person agreement verb;Whole entity CL;Yes;1;Y
2;1;10;14;Maintenance;Zero Anaphor;Constructed action;Plain verb;Yes;0;N
2;1;10;15;Maintenance;Zero Anaphor;Person agreement verb;0;No;1;N
2;1;5;1;Introduction;Nominal;Bare noun;0;No;0;N
2;1;5;2;Introduction;Nominal;Bare noun;0;No;0;N
2;1;5;3;Maintenance;Zero Anaphor;Constructed action;0;No;0;N
2;1;5;4;Maintenance;Classifier;Body part CL;0;No;0;N
2;1;5;5;Maintenance;Zero Anaphor;Constructed action;Body part CL;Yes;0;N
2;1;5;6;Introduction;Nominal;Bare noun;0;No;0;N
2;1;5;7;Re-introduction;Nominal;Bare noun;0;No;0;N
2;1;5;8;Maintenance;Zero Anaphor;Constructed action;Handling CL;Yes;0;N
2;1;5;9;Maintenance;Zero Anaphor;Constructed action;Handling CL;Yes;1;N
2;1;5;10;Introduction;Nominal;Bare noun;0;No;0;N
2;1;5;11;Re-introduction;Zero Anaphor;Constructed action;0;No;0;N
2;1;5;12;Re-introduction;Nominal;Bare noun;0;No;0;N
2;1;5;13;Maintenance;Zero Anaphor;Constructed action;Body part CL;Yes;0;N
2;1;5;14;Introduction;Nominal;Bare noun;0;No;0;N
2;1;5;15;Re-introduction;Classifier;Whole entity CL;0;No;1;N
2;1;5;16;Re-introduction;Nominal;Bare noun;0;No;0;N
2;1;5;17;Maintenance;Classifier;Body part CL;0;No;0;N
2;1;6;1;Introduction;Nominal;Bare noun;0;No;0;N
2;1;6;2;Introduction;Nominal;Bare noun;0;No;0;N
2;1;6;3;Maintenance;Zero Anaphor;Person agreement verb;Body part CL;Yes;1;N
2;1;6;4;Re-introduction;Zero Anaphor;Plain verb;0;No;0;N
2;1;6;5;Introduction;Nominal;Bare noun;0;No;0;N
2;1;6;6;Maintenance;Zero Anaphor;Plain verb;0;No;0;N
2;1;6;7;Introduction;Nominal;Bare noun;0;No;0;N
2;1;6;8;Maintenance;Zero Anaphor;Constructed action;Person agreement verb;Yes;1;N
2;1;6;9;Re-introduction;Zero Anaphor;Plain verb;0;No;0;N
2;1;6;10;Re-introduction;Zero Anaphor;Constructed action;Body part CL;Yes;0;N
2;1;6;11;Maintenance;Zero Anaphor;Constructed action;Body part CL;Yes;0;N
2;1;6;12;Maintenance;Zero Anaphor;Plain verb;0;No;0;N
2;1;6;13;Maintenance;Zero Anaphor;Plain verb;0;No;0;N
2;1;6;14;Introduction;Nominal;Bare noun;0;No;0;N
2;1;6;15;Re-introduction;Zero Anaphor;Constructed action;0;No;0;N
2;1;6;16;Introduction;Nominal;Bare noun;0;No;0;N
2;1;6;17;Re-introduction;Nominal;Bare noun;0;No;0;N
2;1;6;18;Maintenance;Zero Anaphor;Person agreement verb;0;No;1;N
2;1;6;19;Re-introduction;Nominal;Noun CL;0;No;0;N
2;1;6;20;Maintenance;Zero Anaphor;Person agreement verb;0;No;0;N
2;1;2;1;Introduction;Nominal;Bare noun;0;No;0;N
2;1;2;2;Introduction;Nominal;Bare noun;0;No;0;N
2;1;2;3;Maintenance;Zero Anaphor;Constructed action;Body part CL;Yes;0;N
2;1;2;4;Maintenance;Zero Anaphor;Constructed action;0;No;0;N
2;1;2;5;Maintenance;Zero Anaphor;Plain verb;0;No;0;N
2;1;2;6;Introduction;Nominal;Bare noun;0;No;0;Y
2;1;2;7;Introduction;Nominal;Bare noun;0;No;0;Y
2;1;2;8;Maintenance;Zero Anaphor;Constructed action;Handling CL;Yes;1;Y
2;1;2;9;Re-introduction;Nominal;Bare noun;0;No;0;Y
2;1;2;10;Re-introduction;Classifier;Whole entity CL;0;No;0;Y
2;1;2;11;Introduction;Nominal;Bare noun;0;No;0;N
2;1;2;12;Re-introduction;Zero Anaphor;Constructed action;Handling CL;Yes;1;N
2;1;2;13;Re-introduction;Nominal;Bare noun;0;No;0;N
2;1;2;14;Re-introduction;Zero Anaphor;Constructed action;Handling CL;Yes;1;N
2;1;2;15;Maintenance;Classifier;Body part CL;0;No;0;N
2;1;2;16;Maintenance;Zero Anaphor;Constructed action;Body part CL;Yes;0;N
2;1;3;1;Introduction;Nominal;Bare noun;0;No;0;N
2;1;3;2;Introduction;Nominal;Bare noun;0;No;0;N
2;1;3;3;Introduction;Nominal;Bare noun;0;No;0;N
2;1;3;4;Maintenance;Classifier;Whole entity CL;0;No;0;Y
2;1;3;5;Re-introduction;Nominal;Bare noun;0;No;0;N
2;1;3;6;Re-introduction;Nominal;Bare noun;0;No;0;N
2;1;3;7;Introduction;Nominal;Noun CL;0;No;0;N
2;1;3;8;Re-introduction;Nominal;Bare noun;0;No;0;N
2;1;3;9;Maintenance;Zero Anaphor;Plain verb;0;No;0;N
2;1;3;10;Re-introduction;Classifier;Whole entity CL;0;No;0;N
2;1;3;11;Re-introduction;Nominal;Bare noun;0;No;0;N
2;1;3;12;Maintenance;Zero Anaphor;Constructed action;0;No;0;N
2;1;3;13;Re-introduction;Nominal;Noun CL;0;No;1;N
2;1;3;14;Re-introduction;Classifier;Whole entity CL;0;No;1;N
2;1;3;15;Maintenance;Classifier;SASS - Static;0;No;0;N
2;1;4;1;Introduction;Nominal;Bare noun;0;No;0;N
2;1;4;2;Introduction;Nominal;Bare noun;0;No;0;N
2;1;4;3;Introduction;Nominal;Noun CL;0;No;0;N
2;1;4;4;Re-introduction;Nominal;Bare noun;0;No;0;N
2;1;4;5;Introduction;Nominal;CL noun;0;No;0;N
2;1;4;6;Re-introduction;Nominal;Bare noun;0;No;0;N
2;1;4;7;Maintenance;Nominal;Noun CL;0;No;0;N
2;1;4;8;Re-introduction;Classifier;Body part CL;0;No;1;N
2;1;4;9;Re-introduction;Nominal;Bare noun;0;No;0;N
2;1;4;10;Maintenance;Zero Anaphor;Plain verb;0;No;0;N
2;1;4;11;Maintenance;Zero Anaphor;Person agreement verb;0;No;0;N
2;1;4;12;Re-introduction;Classifier;Body part CL;0;No;0;N
2;1;4;13;Maintenance;Zero Anaphor;Constructed action;Handling CL;Yes;1;N
2;1;4;14;Maintenance;Zero Anaphor;Plain verb;0;No;1;N
2;1;4;15;Maintenance;Zero Anaphor;Constructed action;Plain verb;Yes;1;N
2;1;4;16;Maintenance;Zero Anaphor;Plain verb;0;No;0;N
2;1;8;1;Introduction;Nominal;Bare noun;0;No;0;N
2;1;8;2;Maintenance;Zero Anaphor;Plain verb;0;No;0;N
2;1;8;3;Maintenance;Zero Anaphor;Constructed action;Body part CL;Yes;0;N
2;1;8;4;Introduction;Nominal;Bare noun;0;No;0;N
2;1;8;5;Maintenance;Zero Anaphor;Person agreement verb;0;No;0;N
2;1;8;6;Maintenance;Zero Anaphor;Constructed action;Person agreement verb;Yes;0;N
2;1;8;7;Maintenance;Nominal;Bare noun;0;No;0;N
2;1;8;8;Re-introduction;Nominal;Bare noun;0;No;0;N
2;1;8;9;Re-introduction;Nominal;Bare noun;0;No;0;N
2;1;8;10;Maintenance;Zero Anaphor;Person agreement verb;Whole entity CL;Yes;1;Y
2;1;8;11;Maintenance;Nominal;Bare noun;0;No;0;Y
2;1;8;12;Introduction;Nominal;Bare noun;0;No;0;N
2;1;9;1;Introduction;Nominal;Bare noun;0;No;0;Y
2;1;9;2;Introduction;Nominal;Bare noun;0;No;0;Y
2;1;9;3;Maintenance;Nominal;Bare noun;0;No;0;Y
2;1;9;4;Maintenance;Zero Anaphor;Plain verb;0;No;0;Y
2;1;9;5;Maintenance;Zero Anaphor;Constructed action;0;No;0;Y
2;1;9;6;Introduction;Nominal;Bare noun;0;No;0;N
2;1;9;7;Re-introduction;Nominal;Bare noun;0;No;0;N
2;1;9;8;Maintenance;Zero Anaphor;Constructed action;Person agreement verb;Yes;0;N
2;1;9;9;Re-introduction;Nominal;Bare noun;0;No;0;N
2;1;9;10;Maintenance;Zero Anaphor;Plain verb;0;No;0;N
2;1;9;11;Introduction;Nominal;Bare noun;0;No;0;N
2;1;9;12;Maintenance;Nominal;Bare noun;0;No;0;N
2;1;9;13;Re-introduction;Zero Anaphor;Constructed action;Body part CL;Yes;0;N
2;1;7;1;Introduction;Nominal;Bare noun;0;No;0;N
2;1;7;2;Introduction;Nominal;Bare noun;0;No;0;N
2;1;7;3;Maintenance;Zero Anaphor;Plain verb;0;No;0;N
2;1;7;4;Maintenance;Classifier;Body part CL;0;No;0;N
2;1;7;5;Introduction;Nominal;Bare noun;0;No;0;N
2;1;7;6;Re-introduction;Nominal;Bare noun;0;No;0;N
2;1;7;7;Maintenance;Zero Anaphor;Person agreement verb;Body part CL;Yes;1;N
2;1;7;8;Maintenance;Zero Anaphor;Person agreement verb;Body part CL;Yes;1;N
2;1;7;9;Maintenance;Classifier;Body part CL;0;No;1;N
2;1;7;10;Maintenance;Zero Anaphor;Person agreement verb;Body part CL;Yes;0;N
2;1;7;11;Maintenance;Classifier;Body part CL;0;No;1;N
2;1;7;12;Re-introduction;Zero Anaphor;Constructed action;Body part CL;Yes;0;N
2;1;7;13;Maintenance;Zero Anaphor;Constructed action;Handling CL;Yes;1;N
2;1;7;14;Maintenance;Zero Anaphor;Constructed action;Handling CL;Yes;1;N
2;1;7;15;Re-introduction;Zero Anaphor;Constructed action;Person agreement verb;Yes;0;N
2;1;7;16;Maintenance;Zero Anaphor;Plain verb;0;No;0;N
2;1;7;17;Maintenance;Zero Anaphor;Plain verb;0;No;0;N
2;1;7;18;Maintenance;Zero Anaphor;Plain verb;0;No;0;N
3;1;1;1;Introduction;Nominal;Bare noun;0;No;0;N
3;1;1;2;Introduction;Nominal;Bare noun;0;No;0;N
3;1;1;3;Re-introduction;Nominal;Bare noun;0;No;0;N
3;1;1;4;Introduction;Nominal;Bare noun;0;No;0;N
3;1;1;5;Maintenance;Zero Anaphor;Constructed action;Body part CL;Yes;0;N
3;1;1;6;Re-introduction;Nominal;Point noun;0;No;0;N
3;1;1;7;Introduction;Classifier;SASS - Tracing;0;No;0;N
3;1;1;8;Maintenance;Classifier;Whole entity CL;0;No;1;N
3;1;1;9;Re-introduction;Nominal;Bare noun;0;No;0;N
3;1;1;10;Maintenance;Zero Anaphor;Constructed action;Body part CL;Yes;0;N
3;1;1;11;Re-introduction;Nominal;Bare noun;0;No;0;N
3;1;1;12;Re-introduction;Nominal;Bare noun;0;No;0;N
3;1;1;13;Maintenance;Classifier;Whole entity CL;0;No;0;N
3;1;1;14;Maintenance;Nominal;Bare noun;0;No;0;N
3;1;1;15;Re-introduction;Nominal;Bare noun;0;No;0;N
3;1;1;16;Maintenance;Zero Anaphor;Plain verb;0;No;0;N
3;1;1;17;Re-introduction;Nominal;Point noun;0;No;0;N
3;1;1;18;Maintenance;Zero Anaphor;Constructed action;Body part CL;Yes;0;N
3;1;10;1;Introduction;Nominal;Bare noun;0;No;0;N
3;1;10;2;Maintenance;Nominal;Bare noun;0;No;0;N
3;1;10;3;Re-introduction;Nominal;Bare noun;0;No;0;N
3;1;10;4;Maintenance;Nominal;Bare noun;0;No;0;N
3;1;10;5;Maintenance;Zero Anaphor;Constructed action;Handling CL;Yes;0;N
3;1;10;6;Re-introduction;Nominal;Bare noun;0;No;0;N
3;1;10;7;Re-introduction;Nominal;Bare noun;0;No;0;N
3;1;10;8;Maintenance;Zero Anaphor;Constructed action;Body part CL;Yes;0;N
3;1;10;9;Introduction;Nominal;Noun CL;0;No;0;N
3;1;10;10;Re-introduction;Zero Anaphor;Constructed action;Handling CL;Yes;1;N
3;1;10;11;Re-introduction;Nominal;Bare noun;0;No;0;N
3;1;10;12;Re-introduction;Nominal;Bare noun;0;No;0;Y
3;1;10;13;Maintenance;Zero Anaphor;Person agreement verb;Whole entity CL;Yes;1;Y
3;1;10;14;Maintenance;Zero Anaphor;Person agreement verb;0;No;1;Y
3;1;10;15;Maintenance;Zero Anaphor;Constructed action;0;No;0;N
3;1;10;16;Maintenance;Nominal;Bare noun;0;No;0;N
3;1;5;1;Introduction;Nominal;Point noun;0;No;0;N
3;1;5;2;Introduction;Nominal;Bare noun;0;No;0;N
3;1;5;3;Maintenance;Zero Anaphor;Constructed action;0;No;0;N
3;1;5;4;Introduction;Nominal;Bare noun;0;No;0;N
3;1;5;5;Introduction;Nominal;Bare noun;0;No;0;N
3;1;5;6;Re-introduction;Nominal;Bare noun;0;No;0;N
3;1;5;7;Re-introduction;Nominal;Noun CL;0;No;0;N
3;1;5;8;Re-introduction;Nominal;Bare noun;0;No;0;N
3;1;5;9;Re-introduction;Nominal;Bare noun;0;No;0;N
3;1;5;10;Introduction;Nominal;Noun CL;0;No;0;N
3;1;5;11;Maintenance;Pronominal;Pronoun;0;No;1;N
3;1;5;12;Re-introduction;Nominal;Bare noun;0;No;0;N
3;1;5;13;Re-introduction;Nominal;Point noun;0;No;0;N
3;1;5;14;Re-introduction;Zero Anaphor;Constructed action;0;No;0;N
3;1;5;15;Re-introduction;Nominal;Point noun;0;No;0;N
3;1;5;16;Re-introduction;Nominal;Point noun;0;No;0;N
3;1;5;17;Maintenance;Zero Anaphor;Constructed action;0;No;0;N
3;1;5;18;Maintenance;Zero Anaphor;Plain verb;0;No;0;N
3;1;5;19;Re-introduction;Pronominal;Pronoun;0;No;0;N
3;1;5;20;Re-introduction;Nominal;Noun Point;0;No;0;N
3;1;5;21;Re-introduction;Nominal;Bare noun;0;No;0;N
3;1;5;22;Maintenance;Zero Anaphor;Plain verb;0;No;0;N
3;1;5;23;Maintenance;Nominal;Bare noun;0;No;0;N
3;1;5;24;Introduction;Nominal;Noun CL;0;No;0;N
3;1;5;25;Re-introduction;Nominal;Bare noun;0;No;0;N
3;1;5;26;Maintenance;Zero Anaphor;Constructed action;Whole entity CL;Yes;1;N
3;1;5;27;Maintenance;Zero Anaphor;Person agreement verb;Body part CL;Yes;1;N
3;1;6;1;Maintenance;Zero Anaphor;Plain verb;0;No;0;N
3;1;6;2;Introduction;Nominal;Bare noun;0;No;0;N
3;1;6;3;Maintenance;Zero Anaphor;Constructed action;0;No;0;N
3;1;6;4;Introduction;Nominal;Bare noun;0;No;0;N
3;1;6;5;Re-introduction;Nominal;Bare noun;0;No;0;N
3;1;6;6;Re-introduction;Nominal;Bare noun;0;No;0;N
3;1;6;7;Re-introduction;Nominal;Bare noun;0;No;0;N
3;1;6;8;Maintenance;Zero Anaphor;Constructed action;Plain verb;Yes;0;N
3;1;6;9;Re-introduction;Nominal;Bare noun;0;No;0;N
3;1;6;10;Re-introduction;Zero Anaphor;Constructed action;Plain verb;Yes;0;N
3;1;6;11;Re-introduction;Zero Anaphor;Constructed action;0;No;0;N
3;1;6;12;Re-introduction;Zero Anaphor;Person agreement verb;0;No;0;N
3;1;6;13;Re-introduction;Nominal;Bare noun;0;No;0;N
3;1;6;14;Maintenance;Zero Anaphor;Constructed action;0;No;0;N
3;1;6;15;Maintenance;Zero Anaphor;Constructed action;0;No;0;N
3;1;6;16;Re-introduction;Nominal;Bare noun;0;No;0;N
3;1;6;17;Maintenance;Zero Anaphor;Constructed action;Plain verb;Yes;0;N
3;1;6;18;Re-introduction;Nominal;Point noun;0;No;0;N
3;1;6;19;Re-introduction;Zero Anaphor;Constructed action;0;No;0;N
3;1;6;20;Maintenance;Classifier;Whole entity CL;0;No;1;N
3;1;6;21;Maintenance;Classifier;Body part CL;0;No;1;N
3;1;2;1;Introduction;Nominal;Bare noun;0;No;0;N
3;1;2;2;Introduction;Nominal;Bare noun;0;No;0;N
3;1;2;3;Introduction;Nominal;Fingerspelled noun;0;No;0;N
3;1;2;4;Maintenance;Zero Anaphor;Person agreement verb;0;No;0;N
3;1;2;5;Maintenance;Zero Anaphor;Constructed action;0;No;0;N
3;1;2;6;Maintenance;Zero Anaphor;Constructed action;Body part CL;Yes;0;N
3;1;2;7;Re-introduction;Nominal;Point noun;0;No;0;N
3;1;2;8;Re-introduction;Zero Anaphor;Constructed action;0;No;0;Y
3;1;2;9;Introduction;Nominal;Bare noun;0;No;0;Y
3;1;2;10;Maintenance;Zero Anaphor;Constructed action;Handling CL;Yes;1;Y
3;1;2;11;Re-introduction;Nominal;Bare noun;0;No;0;N
3;1;2;12;Introduction;Nominal;Bare noun;0;No;0;N
3;1;2;13;Re-introduction;Zero Anaphor;Constructed action;Handling CL;Yes;0;Y
3;1;2;14;Re-introduction;Nominal;Point noun;0;No;0;Y
3;1;2;15;Re-introduction;Zero Anaphor;Constructed action;Handling CL;Yes;1;Y
3;1;3;1;Introduction;Nominal;Noun CL;0;No;0;N
3;1;3;2;Introduction;Nominal;Noun CL;0;No;0;N
3;1;3;3;Introduction;Nominal;Bare noun;0;No;0;N
3;1;3;4;Re-introduction;Nominal;Bare noun;0;No;0;Y
3;1;3;5;Re-introduction;Nominal;Bare noun;0;No;0;N
3;1;3;6;Re-introduction;Nominal;Bare noun;0;No;0;N
3;1;3;7;Re-introduction;Nominal;Bare noun;0;No;0;N
3;1;3;8;Re-introduction;Nominal;Bare noun;0;No;0;N
3;1;3;9;Introduction;Nominal;Point noun;0;No;0;N
3;1;3;10;Maintenance;Nominal;Bare noun;0;No;0;N
3;1;3;11;Re-introduction;Zero Anaphor;Constructed action;Handling CL;Yes;0;N
3;1;3;12;Re-introduction;Nominal;Point noun;0;No;0;N
3;1;3;13;Re-introduction;Nominal;Bare noun;0;No;0;N
3;1;3;14;Maintenance;Classifier;Whole entity CL;0;No;0;N
3;1;3;15;Re-introduction;Nominal;Point noun;0;No;0;N
3;1;3;16;Re-introduction;Nominal;Bare noun;0;No;0;N
3;1;3;17;Maintenance;Zero Anaphor;Constructed action;Body part CL;Yes;0;N
3;1;3;18;Re-introduction;Nominal;Noun CL;0;No;0;N
3;1;3;19;Maintenance;Classifier;Whole entity CL;0;No;1;N
3;1;3;20;Re-introduction;Nominal;Bare noun;0;No;0;N
3;1;3;21;Maintenance;Classifier;Whole entity CL;0;No;0;N
3;1;3;22;Maintenance;Classifier;SASS - Static;0;No;0;N
3;1;4;1;Introduction;Nominal;Point noun;0;No;0;N
3;1;4;2;Introduction;Nominal;Bare noun;0;No;0;N
3;1;4;3;Introduction;Nominal;Bare noun;0;No;0;N
3;1;4;4;Re-introduction;Nominal;Bare noun;0;No;0;N
3;1;4;5;Maintenance;Zero Anaphor;Constructed action;Body part CL;Yes;0;N
3;1;4;6;Introduction;Nominal;Bare noun;0;No;0;N
3;1;4;7;Maintenance;Classifier;Body part CL;0;No;0;N
3;1;4;8;Re-introduction;Zero Anaphor;Constructed action;0;No;0;N
3;1;4;9;Re-introduction;Nominal;Noun CL;0;No;0;N
3;1;4;10;Re-introduction;Zero Anaphor;Constructed action;0;No;0;N
3;1;4;11;Re-introduction;Nominal;Bare noun;0;No;0;N
3;1;4;12;Re-introduction;Nominal;Bare noun;0;No;0;N
3;1;4;13;Re-introduction;Zero Anaphor;Constructed action;0;No;0;N
3;1;4;14;Re-introduction;Nominal;Bare noun;0;No;0;N
3;1;4;15;Re-introduction;Nominal;Bare noun;0;No;0;N
3;1;4;16;Maintenance;Zero Anaphor;Plain verb;0;No;0;N
3;1;4;17;Maintenance;Zero Anaphor;Plain verb;0;No;0;N
3;1;4;18;Maintenance;Classifier;Whole entity CL;0;No;1;N
3;1;4;19;Re-introduction;Nominal;Bare noun;0;No;0;N
3;1;4;20;Maintenance;Zero Anaphor;Constructed action;0;No;0;N
3;1;4;21;Maintenance;Zero Anaphor;Plain verb;0;No;0;N
3;1;4;22;Maintenance;Zero Anaphor;Plain verb;0;No;0;N
3;1;8;1;Introduction;Nominal;Bare noun;0;No;0;N
3;1;8;2;Maintenance;Zero Anaphor;Constructed action;0;No;0;N
3;1;8;3;Maintenance;Zero Anaphor;Constructed action;0;No;0;N
3;1;8;4;Introduction;Nominal;Bare noun;0;No;0;N
3;1;8;5;Maintenance;Classifier;Whole entity CL;0;No;0;N
3;1;8;6;Re-introduction;Nominal;Bare noun;0;No;0;N
3;1;8;7;Re-introduction;Nominal;Bare noun;0;No;0;N
3;1;8;8;Introduction;Nominal;Bare noun;0;No;0;N
3;1;8;9;Maintenance;Zero Anaphor;Constructed action;Handling CL;Yes;1;N
3;1;8;10;Re-introduction;Zero Anaphor;Constructed action;Whole entity CL;Yes;0;N
3;1;8;11;Re-introduction;Nominal;Point noun;0;No;0;Y
3;1;8;12;Introduction;Nominal;Bare noun;0;No;0;Y
3;1;8;13;Maintenance;Zero Anaphor;Person agreement verb;Whole entity CL;Yes;0;Y
3;1;8;14;Re-introduction;Pronominal;Pronoun;0;No;0;N
3;1;8;15;Re-introduction;Nominal;Bare noun;0;No;0;N
3;1;8;16;Maintenance;Zero Anaphor;Plain verb;0;No;0;N
3;1;8;17;Maintenance;Zero Anaphor;Plain verb;0;No;0;N
3;1;9;1;Introduction;Nominal;Bare noun;0;No;0;Y
3;1;9;2;Introduction;Nominal;Bare noun;0;No;0;Y
3;1;9;3;Maintenance;Zero Anaphor;Constructed action;0;No;0;Y
3;1;9;4;Maintenance;Zero Anaphor;Plain verb;0;No;0;N
3;1;9;5;Maintenance;Zero Anaphor;Constructed action;0;No;0;N
3;1;9;6;Introduction;Nominal;Noun CL;0;No;0;N
3;1;9;7;Introduction;Nominal;Bare noun;0;No;0;N
3;1;9;8;Re-introduction;Nominal;Bare noun;0;No;0;N
3;1;9;9;Re-introduction;Nominal;Bare noun;0;No;0;N
3;1;9;10;Maintenance;Zero Anaphor;Constructed action;Body part CL;Yes;0;N
3;1;9;11;Maintenance;Nominal;Bare noun;0;No;0;N
3;1;9;12;Re-introduction;Nominal;Bare noun;0;No;0;N
3;1;9;13;Maintenance;Zero Anaphor;Constructed action;Whole entity CL;Yes;1;N
3;1;9;14;Maintenance;Zero Anaphor;Constructed action;Whole entity CL;Yes;0;N
3;1;9;15;Re-introduction;Nominal;Bare noun;0;No;0;N
3;1;9;16;Maintenance;Classifier;Whole entity CL;0;No;1;N
3;1;7;1;Introduction;Nominal;Point noun;0;No;0;N
3;1;7;2;Introduction;Nominal;Fingerspelled noun;0;No;0;N
3;1;7;3;Introduction;Nominal;Bare noun;0;No;0;N
3;1;7;4;Maintenance;Classifier;Whole entity CL;0;No;1;N
3;1;7;5;Re-introduction;Nominal;Fingerspelled noun;0;No;0;N
3;1;7;6;Re-introduction;Nominal;Bare noun;0;No;0;N
3;1;7;7;Re-introduction;Classifier;Whole entity CL;0;No;1;N
3;1;7;8;Maintenance;Zero Anaphor;Constructed action;Body part CL;Yes;0;N
3;1;7;9;Maintenance;Zero Anaphor;Person agreement verb;Body part CL;Yes;0;N
3;1;7;10;Re-introduction;Nominal;Bare noun;0;No;0;N
3;1;7;11;Maintenance;Classifier;Body part CL;0;No;1;N
3;1;7;12;Maintenance;Zero Anaphor;Person agreement verb;Body part CL;Yes;1;N
3;1;7;13;Re-introduction;Nominal;Bare noun;0;No;0;N
3;1;7;14;Re-introduction;Nominal;Fingerspelled noun;0;No;0;N
3;1;7;15;Re-introduction;Classifier;Whole entity CL;0;No;0;N
3;1;7;16;Maintenance;Zero Anaphor;Constructed action;Handling CL;Yes;0;N
3;1;7;17;Re-introduction;Nominal;Fingerspelled noun;0;No;0;N
3;1;7;18;Re-introduction;Nominal;Bare noun;0;No;0;N
3;1;7;19;Re-introduction;Nominal;Bare noun;0;No;0;N
3;1;7;20;Re-introduction;Pronominal;Pronoun;0;No;0;N
3;1;7;21;Re-introduction;Nominal;Bare noun;0;No;0;N
3;1;7;22;Maintenance;Zero Anaphor;Plain verb;0;No;0;N
4;0;1;1;Introduction;Nominal;Point noun;0;No;0;N
4;0;1;2;Introduction;Nominal;Point noun;0;No;0;N
4;0;1;3;Maintenance;Nominal;Point noun;0;No;0;N
4;0;1;4;Maintenance;Classifier;Body part CL;0;No;0;N
4;0;1;5;Re-introduction;Nominal;Bare noun;0;No;0;N
4;0;1;6;Maintenance;Zero Anaphor;Person agreement verb;0;No;0;N
4;0;1;7;Re-introduction;Nominal;Bare noun;0;No;0;N
4;0;1;8;Maintenance;Zero Anaphor;Person agreement verb;0;No;0;N
4;0;1;9;Introduction;Nominal;Bare noun;0;No;0;N
4;0;1;10;Re-introduction;Nominal;Bare noun;0;No;0;N
4;0;1;11;Re-introduction;Nominal;Point noun;0;No;0;N
4;0;1;12;Maintenance;Nominal;Point noun;0;No;0;N
4;0;1;13;Maintenance;Classifier;Whole entity CL;0;No;1;N
4;0;1;14;Maintenance;Classifier;Whole entity CL;0;No;1;N
4;0;1;15;Maintenance;Classifier;Whole entity CL;0;No;1;N
4;0;1;16;Re-introduction;Nominal;Bare noun;0;No;0;N
4;0;1;17;Re-introduction;Nominal;Point noun;0;No;0;N
4;0;1;18;Maintenance;Classifier;Whole entity CL;0;No;1;N
4;0;1;19;Maintenance;Classifier;SASS - Static;0;No;0;N
4;0;1;20;Maintenance;Classifier;SASS - Static;0;No;0;N
4;0;1;21;Re-introduction;Nominal;Bare noun;0;No;0;N
4;0;1;22;Re-introduction;Nominal;Bare noun;0;No;0;N
4;0;1;23;Maintenance;Zero Anaphor;Constructed action;0;No;0;N
4;0;1;24;Maintenance;Zero Anaphor;Plain verb;0;No;0;N
4;0;10;1;Introduction;Nominal;Bare noun;0;No;0;N
4;0;10;2;Introduction;Nominal;Bare noun;0;No;0;N
4;0;10;3;Introduction;Nominal;Bare noun;0;No;0;N
4;0;10;4;Maintenance;Classifier;Whole entity CL;0;No;1;N
4;0;10;5;Re-introduction;Nominal;Bare noun;0;No;0;N
4;0;10;6;Maintenance;Zero Anaphor;Plain verb;0;No;0;N
4;0;10;7;Re-introduction;Nominal;Bare noun;0;No;0;N
